RowNumber,CustomerId,Surname,Geography,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1560,15671032,He,Germany,Male,760,42,0,77992.97,2,1,1,97906.38,stay
1561,15634281,P'an,Germany,Female,720,43,10,110822.9,1,0,0,72861.94,stay
1562,15766374,Leak,Germany,Male,632,42,4,119624.6,2,1,1,195978.86,stay
1563,15600991,Artemieva,Germany,Male,694,31,6,109052.59,2,1,1,19448.93,leave
1564,15777576,Frost,Spain,Female,559,40,5,139129.44,1,0,1,32635.54,stay
1565,15742613,Warner,Germany,Female,773,42,8,152324.66,2,1,0,171733.22,stay
1566,15649523,Kennedy,France,Male,581,38,1,0,2,1,0,46176.22,stay
1567,15651063,Ifeatu,Germany,Female,524,37,9,127480.58,2,1,0,179634.69,stay
1568,15683124,Evans,France,Male,713,53,6,115029.4,1,0,0,191521.32,leave
1569,15618314,Chu,France,Male,676,40,8,114005.78,1,1,1,67998.45,stay
1570,15670823,Hsueh,Germany,Female,651,42,1,116646.76,1,1,0,44731.8,leave
1571,15607133,Shih,Spain,Female,717,49,1,110864.38,2,1,1,124532.9,leave
1572,15615012,Fan,France,Male,594,23,5,156267.59,1,1,0,160968.44,stay
1573,15725141,Whiddon,France,Female,716,44,3,109528.28,1,1,0,27341.63,leave
1574,15623560,Onyekachukwu,France,Female,668,35,6,102482.76,1,1,1,53994.64,stay
1575,15693018,Ermakova,Germany,Male,678,23,10,115563.71,1,1,1,91633.53,stay
1576,15636756,Marino,France,Male,545,23,2,0,2,1,0,189613.12,stay
1577,15647474,Niu,France,Female,613,40,9,95624.36,2,1,1,60706.33,stay
1578,15576714,Manna,Spain,Female,687,21,8,0,2,1,1,154767.34,stay
1579,15585047,Onyemere,France,Male,715,28,7,160376.61,1,0,0,196853.11,stay
1580,15743976,Archer,Germany,Male,618,41,8,37702.79,1,1,1,195775.48,stay
1581,15793881,Mitchell,France,Female,721,35,6,118273.83,1,0,1,3086.89,stay
1582,15576517,Everingham,Germany,Female,445,34,7,131082.17,2,1,1,70618,stay
1583,15631072,Huie,France,Male,690,38,1,94456,2,0,1,55034.02,stay
1584,15730394,Crowther,France,Female,709,43,8,0,2,0,0,168035.62,leave
1585,15631460,Swift,Spain,Female,671,42,3,0,2,1,1,128449.33,stay
1586,15692002,Skelton,France,Male,538,33,6,93791.38,1,1,1,199249.29,stay
1587,15595282,White,France,Female,735,33,4,0,2,1,0,149474.69,stay
1588,15789548,Giordano,France,Female,592,37,7,0,2,1,1,126726.33,stay
1589,15758035,Bateson,France,Male,747,61,7,155973.13,1,0,1,147554.26,stay
1590,15617518,Hu,Germany,Male,675,36,7,89409.95,1,1,1,149399.7,stay
1591,15651802,Day,Spain,Female,632,39,5,97854.37,2,1,0,93536.38,stay
1592,15631813,Beneventi,France,Male,621,39,6,0,2,1,1,58883.91,stay
1593,15729668,Elizabeth,Spain,Male,521,29,3,60280.62,1,1,0,154271.41,stay
1594,15741728,Atkins,Spain,Male,591,36,7,135216.8,1,1,1,122022.89,stay
1595,15576676,Serrano,Germany,Female,706,28,6,124923.35,2,1,1,50299.14,stay
1596,15711378,Willis,France,Male,677,38,4,0,2,1,0,187800.63,stay
1597,15765520,Stevenson,Germany,Male,769,27,7,188614.07,1,1,0,171344.09,stay
1598,15656726,Ch'ien,France,Male,771,32,5,62321.62,1,1,1,40920.59,stay
1599,15647842,Cunningham,Germany,Female,601,48,8,120782.7,1,1,0,63940.68,leave
1600,15719309,Stephens,France,Female,670,42,1,115961.58,2,0,1,29483.87,stay
1601,15748718,Gordon,France,Male,517,28,2,115062.61,1,1,0,179056.23,stay
1602,15594404,Bevan,France,Female,834,49,8,160602.25,2,1,0,129273.94,stay
1603,15751158,Mashman,France,Female,571,42,4,108825.34,3,1,0,55558.51,leave
1604,15593470,Tu,Germany,Female,576,36,8,166287.85,1,1,1,23305.85,stay
1605,15695129,Milanesi,France,Female,718,31,1,152663.77,1,0,1,17128.64,stay
1606,15640865,Romano,Germany,Female,636,31,9,80844.69,2,1,1,74641.9,stay
1607,15714080,Goliwe,Germany,Female,566,40,2,97001.36,2,1,0,154486.01,stay
1608,15648721,Hsueh,France,Male,711,64,4,0,2,1,1,3185.67,stay
1609,15801466,Gray,France,Female,574,39,2,122524.61,2,1,0,88463.63,stay
1610,15750248,Wright,France,Female,619,35,8,132292.63,1,1,0,65682.93,stay
1611,15758726,Chiemeka,France,Female,588,24,0,0,2,1,1,140586.08,stay
1612,15781553,Chung,Germany,Female,760,49,9,91502.99,1,1,0,117232.9,leave
1613,15649121,Pinto,France,Male,665,52,3,0,1,1,0,116137.01,leave
1614,15674811,Kellway,Germany,Male,739,29,3,59385.98,2,1,1,105533.96,stay
1615,15646037,Sopuluchi,France,Male,641,77,9,0,3,1,1,81514.06,stay
1616,15722578,Spitzer,Germany,Female,685,21,6,97956.5,1,1,1,164966.27,stay
1617,15665695,Potter,France,Female,594,49,4,0,2,1,1,23631.55,stay
1618,15801062,Matthews,Spain,Female,557,40,4,0,2,0,1,105433.53,stay
1619,15662955,Nicholls,France,Male,697,27,8,141223.68,2,1,0,90591.15,stay
1620,15770309,McDonald,France,Male,656,18,10,151762.74,1,0,1,127014.32,stay
1621,15657386,Fiorentini,Germany,Male,712,43,1,141749.74,2,0,1,90905.26,stay
1622,15777797,Kovalyova,Spain,Male,689,38,5,75075.14,1,1,1,8651.92,leave
1623,15783955,Miah,France,Female,697,25,4,165686.11,2,1,0,15467.98,stay
1624,15804516,Builder,France,Male,589,38,2,0,1,1,0,79915.28,stay
1625,15681758,Baddeley,Spain,Female,525,25,10,0,2,1,0,69361.95,stay
1626,15630321,Hu,France,Male,680,44,3,0,2,1,0,86935.08,stay
1627,15588248,Hs?,France,Female,617,28,0,0,2,1,1,7597.83,leave
1628,15591932,Ford,France,Male,680,32,5,92961.61,1,1,0,116957.6,stay
1629,15810347,Todd,Spain,Female,662,30,9,0,2,0,1,157884.83,stay
1630,15595303,Johnston,Germany,Male,736,46,5,130812.91,1,1,1,77981.54,leave
1631,15634950,Obiajulu,Germany,Male,657,57,8,107174.58,1,1,1,126369.55,leave
1632,15685372,Azubuike,Spain,Male,350,54,1,152677.48,1,1,1,191973.49,leave
1633,15745827,Padovesi,France,Male,617,30,3,132005.77,1,1,0,142940.39,stay
1634,15755868,Farmer,France,Male,562,35,7,0,1,0,0,48869.67,stay
1635,15735222,Ignatieff,Spain,Female,705,23,5,0,2,1,1,73131.73,stay
1636,15604804,Lu,France,Female,516,33,7,127305.5,1,1,1,120037.36,stay
1637,15718944,Artemiev,France,Female,573,37,6,0,2,1,0,193995.37,stay
1638,15678626,Okonkwo,Spain,Female,538,31,0,0,2,0,0,179453.66,stay
1639,15571550,Dore,France,Male,699,39,9,0,1,1,0,80963.92,stay
1640,15723053,T'ang,Germany,Male,504,32,8,170291.22,2,0,1,15658.99,stay
1641,15661528,Ashbolt,Spain,Male,583,47,5,102562.23,1,1,0,92708.1,stay
1642,15754177,Bazarova,Spain,Male,712,53,2,111061.01,2,0,0,26542.17,stay
1643,15683544,Buccho,Spain,Male,626,62,3,0,1,1,1,65010.74,stay
1644,15708048,Burn,France,Female,631,34,4,124379.14,1,1,0,106892.91,stay
1645,15701109,Andreyev,France,Female,663,37,7,0,1,1,1,185210.63,stay
1646,15600110,Endrizzi,Germany,Female,506,41,3,57745.76,1,1,0,4035.46,stay
1647,15651533,Brown,Germany,Female,570,50,5,129293.74,1,1,0,177805.44,leave
1648,15777904,Nock,France,Female,703,45,7,0,2,1,1,68831.72,stay
1649,15655574,Okeke,Germany,Female,698,40,8,150777.1,1,1,0,114732.62,stay
1650,15569423,Cunningham,Spain,Male,731,41,4,0,2,1,0,22299.27,stay
1651,15718106,Kelley,France,Male,625,34,6,0,2,0,0,197283.2,stay
1652,15585067,Wilson,Spain,Male,634,31,9,108632.48,1,1,1,179485.96,leave
1653,15675501,Woods,France,Male,616,59,5,153861.1,1,1,1,17699.48,stay
1654,15633233,McFarland,France,Male,500,56,1,100374.58,1,1,0,118490.8,leave
1655,15667134,Cisneros,France,Male,446,32,8,0,2,0,0,133292.94,stay
1656,15659105,Borchgrevink,France,Female,669,47,9,61196.54,1,1,0,58170.24,stay
1657,15575409,Rozhkova,Germany,Male,581,31,6,116891.72,1,1,0,107137.3,stay
1658,15752342,Bradley,Germany,Female,704,54,6,133656.91,3,1,0,145071.33,leave
1659,15654851,Obialo,France,Male,748,44,2,92911.52,1,0,1,85495.24,stay
1660,15741429,Hudson,Spain,Female,680,31,9,119825.75,2,1,1,101139.3,stay
1661,15682356,Veltri,France,Female,655,37,7,111852.84,2,1,0,10511.13,stay
1662,15806447,Mazzanti,Germany,Male,690,32,0,106683.52,2,1,1,137916.49,stay
1663,15800229,Thorpe,Germany,Male,695,40,7,139022.24,1,0,1,193383.13,stay
1664,15663441,Golibe,Germany,Female,700,40,4,148571.07,1,1,0,189826.96,leave
1665,15791991,Udinesi,France,Male,773,52,4,0,1,0,1,144113.42,stay
1666,15775082,Stewart,France,Male,749,42,1,129776.72,2,0,1,143538.51,stay
1667,15579706,Curtis,France,Female,611,46,5,0,1,1,0,77677.14,leave
1668,15718247,Hayden,Spain,Female,606,46,8,0,2,1,1,183717.94,stay
1669,15755722,H?,France,Male,554,24,10,0,1,0,0,92180.62,stay
1670,15582259,Campbell,France,Female,567,37,7,0,2,1,1,28690.9,stay
1671,15716994,Green,Spain,Male,559,24,3,114739.92,1,1,0,85891.02,leave
1672,15586880,P'eng,Germany,Male,594,41,2,122545.65,2,1,1,42050.24,stay
1673,15713854,Cremonesi,France,Female,513,37,6,0,2,1,0,110142.34,stay
1674,15780835,Liang,Germany,Female,652,26,1,131908.35,1,1,1,179269.79,stay
1675,15675896,Gough,Germany,Female,680,42,7,105722.69,1,1,1,90558.24,leave
1676,15658459,Bates,Spain,Male,784,33,10,0,2,1,0,162022.47,stay
1677,15658057,Padovesi,Spain,Female,812,44,8,0,3,1,0,66926.83,leave
1678,15801767,Yin,Spain,Female,784,40,8,0,2,1,0,108891.3,stay
1679,15569178,Kharlamov,France,Female,570,18,4,82767.42,1,1,0,71811.9,stay
1680,15731478,Nicholls,France,Female,712,42,1,87842.98,1,0,0,92223.59,stay
1681,15811236,Burns,Spain,Male,705,39,6,133261.13,1,1,1,78065.9,stay
1682,15746749,Fleming,Spain,Female,681,32,3,0,2,1,1,59679.9,stay
1683,15662758,Watson,France,Male,620,41,0,97925.11,1,1,0,85000.32,stay
1684,15709387,Obiajulu,France,Male,711,52,5,0,1,1,1,159808.95,stay
1685,15572093,Han,France,Female,613,24,7,140453.91,1,1,0,129001.3,stay
1686,15713826,Ferguson,Germany,Female,613,20,0,117356.19,1,0,0,113557.7,leave
1687,15570205,Tao,Spain,Male,682,36,5,0,2,1,1,147758.51,stay
1688,15589348,Le Grand,Spain,Male,850,37,4,137204.77,1,1,1,28865.59,stay
1689,15804610,Valdez,France,Female,601,41,1,0,2,0,1,160607.06,stay
1690,15700854,Cunningham,Spain,Male,595,35,8,0,1,1,0,100015.79,leave
1691,15758836,Godfrey,Spain,Male,675,36,3,54098.18,2,0,1,54478.52,stay
1692,15772933,Mai,Spain,Male,591,31,8,0,1,1,1,141677.33,stay
1693,15809006,Walker,France,Male,602,23,7,113758.48,2,0,0,84077.6,stay
1694,15689612,Pirozzi,Spain,Female,554,34,8,0,1,0,1,106981.03,stay
1695,15744614,Feng,France,Male,541,37,9,118636.92,1,1,1,73551.44,stay
1696,15704250,Akabueze,France,Male,506,34,7,0,2,0,0,115842.1,stay
1697,15700255,Robson,Germany,Male,814,44,8,95488.82,2,0,0,107013.59,stay
1698,15669410,Yevdokimova,France,Male,683,30,8,110829.52,2,0,0,24938.84,stay
1699,15807595,Ijendu,Germany,Male,485,51,7,144244.59,2,1,0,51113.14,stay
1700,15664523,Colombo,Germany,Female,696,31,8,122021.92,2,1,0,33828.64,stay
1701,15642833,Akubundu,France,Female,608,30,8,0,2,1,0,128875.86,stay
1702,15605279,Francis,France,Male,792,50,9,0,4,1,1,194700.81,leave
1703,15713644,Marshall,Spain,Male,686,22,5,0,2,1,0,158974.45,stay
1704,15750466,Rhodes,Germany,Male,790,42,1,85839.62,1,1,0,198182.73,stay
1705,15739054,Y?,France,Female,654,29,4,96974.97,1,0,1,141404.07,stay
1706,15612771,Bell,France,Male,452,35,4,148172.44,1,1,1,4175.68,stay
1707,15788483,Kerr,Spain,Male,719,38,0,0,1,1,0,126876.47,stay
1708,15732832,Jideofor,France,Female,707,40,5,0,2,1,0,41052.82,stay
1709,15772892,Robertson,France,Female,699,49,2,0,1,0,0,105760.01,stay
1710,15713843,Kao,Spain,Male,850,30,2,0,2,0,1,27937.12,stay
1711,15567993,Palmer,Spain,Male,828,28,8,134766.85,1,1,0,79355.87,stay
1712,15617603,Mackay,Germany,Male,850,30,5,123210.56,2,1,1,102180.27,stay
1713,15744983,Burgmann,Spain,Male,712,47,1,139887.01,1,1,1,95719.73,stay
1714,15630419,Davis,France,Male,634,44,9,149961.11,1,1,0,57121.51,stay
1715,15738828,Milano,Germany,Male,730,45,6,152880.97,1,0,0,162478.11,stay
1716,15778025,Dellucci,Germany,Male,685,43,9,108589.47,2,0,1,194808.51,stay
1717,15799479,Coles,Spain,Male,809,33,9,0,1,1,1,124045.65,stay
1718,15684269,Gray,Spain,Female,707,35,3,56674.48,1,1,0,17987.4,leave
1719,15762745,Macvitie,Spain,Male,648,32,8,0,1,1,0,133653.38,stay
1720,15746970,Townsend,Spain,Female,760,57,1,0,2,1,1,25101.17,stay
1721,15725024,Pope,Germany,Female,805,33,3,105663.56,2,0,1,33330.89,stay
1722,15592116,Jensen,France,Female,585,39,7,0,2,1,0,2401.26,stay
1723,15624391,Thomson,Spain,Female,595,30,5,100683.54,1,1,1,178361.04,stay
1724,15567422,Chiazagomekpele,France,Male,630,42,6,0,2,1,0,162697.93,stay
1725,15612627,Ozuluonye,Germany,Male,627,29,5,139541.58,2,1,0,80607.33,stay
1726,15574879,Wright,Germany,Female,631,37,2,121801.72,2,0,1,23146.62,stay
1727,15745107,Lung,Germany,Male,776,38,5,112281.7,1,0,1,89893.6,stay
1728,15734491,Lombardo,Spain,Female,676,36,4,0,2,1,1,3173.31,stay
1729,15675320,Leonard,Spain,Female,758,40,5,93499.82,2,0,0,123218.81,stay
1730,15643824,Johnston,France,Male,637,33,0,132255.99,2,0,1,74588.41,stay
1731,15643438,P'eng,France,Male,850,20,7,0,2,1,0,31288.77,stay
1732,15721730,Amechi,Spain,Female,601,44,4,0,2,1,0,58561.31,stay
1733,15680727,Fang,France,Male,735,49,5,121973.28,1,1,0,148804.36,stay
1734,15752508,Docherty,Germany,Male,614,32,7,99462.8,2,1,1,51117.06,stay
1735,15808846,Horton,Germany,Female,672,21,3,165878.76,2,1,1,164537.17,stay
1736,15727251,Vincent,France,Male,642,30,8,117494.27,1,0,0,61977.82,stay
1737,15663489,Onio,Germany,Female,633,29,0,138577.34,1,1,0,193362.99,stay
1738,15683677,Schiavone,Spain,Male,769,39,9,0,1,1,1,47722.79,stay
1739,15596414,Chandler,Spain,Male,796,41,8,107525.07,1,1,0,18510.41,stay
1740,15730639,Fiorentino,France,Male,715,23,7,139224.92,2,1,0,65057.71,stay
1741,15672132,Butusov,France,Female,695,42,7,121453.63,1,0,0,46374.64,stay
1742,15742638,Wang,France,Female,747,25,4,0,2,0,1,42039.67,stay
1743,15578603,Alexeieva,Germany,Female,584,54,1,77354.37,1,0,0,138192.98,leave
1744,15726088,Vinogradova,France,Male,476,40,6,0,1,1,1,22735.45,stay
1745,15682533,Hughes,France,Female,850,39,7,79259.99,1,0,1,186910.74,stay
1746,15772995,Ts'ao,France,Male,529,30,2,116295.29,1,1,0,75285.47,stay
1747,15765694,Bage,Spain,Female,584,59,1,0,1,0,1,130260.11,leave
1748,15659486,Yudina,Germany,Male,586,34,9,74309.81,1,1,0,15034.93,stay
1749,15568963,Naquin,Germany,Male,674,34,2,152797.9,1,1,0,175709.4,leave
1750,15703820,Endrizzi,France,Male,552,42,9,133701.07,2,1,0,101069.71,leave
1751,15569410,Tang,Germany,Female,601,33,7,114430.18,2,1,1,153012.13,stay
1752,15632256,Schroeder,France,Male,541,29,7,127504.57,1,0,0,86173.92,stay
1753,15724466,Swearingen,Germany,Female,744,41,2,84113.41,1,1,0,197548.63,stay
1754,15777639,McGregor,Spain,Female,595,23,10,101126.66,2,0,0,37042.8,stay
1755,15802501,Onyeorulu,Germany,Male,724,33,5,103564.83,2,1,0,121085.72,stay
1756,15778410,Clarke,Spain,Female,533,52,7,0,1,0,1,194113.99,leave
1757,15670702,Smith,France,Male,618,37,2,168178.21,2,0,1,101273.23,stay
1758,15704763,Kozlova,Germany,Female,523,39,1,143903.11,1,1,1,118711.75,leave
1759,15645544,Nekrasov,Germany,Female,642,30,5,129753.69,1,1,0,582.53,stay
1760,15757646,Olague,France,Male,584,35,9,0,2,1,0,192381.21,stay
1761,15701121,Holt,France,Male,521,38,5,110641.18,1,0,1,136507.69,leave
1762,15796313,Olsen,France,Female,662,36,4,166909.2,2,1,0,138871.12,leave
1763,15815660,Mazzi,France,Female,758,34,1,154139.45,1,1,1,60728.89,stay
1764,15602844,Niu,France,Male,717,38,7,97459.06,1,0,0,189175.71,stay
1765,15636238,Graham,France,Male,611,40,1,0,2,1,1,102547.56,stay
1766,15770101,Millar,Germany,Male,766,43,6,112088.04,2,1,1,36706.56,stay
1767,15645543,Bell,France,Female,636,34,3,0,2,1,1,44756.25,stay
1768,15596397,Kelly,France,Female,814,48,7,0,2,1,1,132870.15,stay
1769,15770525,T'an,Spain,Male,760,28,1,141038.57,2,0,0,16287.38,stay
1770,15684267,Davila,Germany,Male,607,39,2,84468.67,2,1,1,121945.42,stay
1771,15689980,Willis,Spain,Female,725,36,4,118520.26,1,0,0,131173.9,leave
1772,15633260,Dumetochukwu,France,Male,600,37,1,142663.46,1,0,1,88669.89,stay
1773,15756471,Giles,Germany,Male,656,27,4,118627.16,2,1,1,160835.3,stay
1774,15721303,O'Meara,Spain,Male,640,34,1,137523.02,1,0,0,24761.36,stay
1775,15802256,Yao,France,Male,439,28,7,110976.23,2,1,0,138526.96,stay
1776,15725664,Wallace,France,Female,549,38,8,107283.4,1,0,0,157442.75,stay
1777,15674851,T'ien,France,Male,622,38,5,0,2,0,0,105295.77,stay
1778,15701946,Ndubueze,France,Male,715,34,4,124314.45,1,0,0,97782.92,stay
1779,15748947,Chukwuraenye,France,Female,657,41,5,95858.37,1,1,1,68255.88,stay
1780,15673342,K'ung,France,Male,703,36,2,0,2,1,0,108790.95,stay
1781,15601008,Stevenson,France,Male,802,33,8,0,2,1,0,143706.18,stay
1782,15771636,Marshall,Spain,Female,793,36,0,0,1,0,0,148993.47,stay
1783,15642002,Hayward,France,Female,554,35,6,117707.18,2,0,0,95277.15,leave
1784,15693381,Tipton,Spain,Male,533,38,1,135289.33,2,0,1,152956.33,stay
1785,15607691,Gibson,France,Male,658,36,8,174060.46,1,1,1,94925.62,stay
1786,15589380,Fraser,Germany,Male,713,40,3,114446.84,2,1,1,87308.18,stay
1787,15603846,Fang,Spain,Male,711,37,2,0,2,1,0,83978.86,leave
1788,15753549,Dubinina,France,Male,669,25,1,157848.53,1,0,0,37543.93,leave
1789,15725355,Morey,France,Female,439,43,8,0,1,0,1,104889.3,stay
1790,15773017,Todd,Spain,Female,763,37,6,0,2,1,1,149705.25,stay
1791,15625641,Forbes,Germany,Female,697,74,3,108071.36,2,1,1,16445.79,stay
1792,15776467,De Salis,Spain,Female,702,35,8,14262.8,2,1,0,54689.16,stay
1793,15746451,Barry,Spain,Male,686,41,7,102749.72,1,0,1,194913.86,stay
1794,15777922,Afamefuna,Spain,Male,629,36,1,161757.87,2,1,1,146371.72,stay
1795,15606841,Ibbott,France,Male,823,38,1,0,2,1,0,156603.7,stay
1796,15757648,Marshall,Germany,Female,683,35,5,95698.79,1,0,1,182566.76,stay
1797,15677173,Law,France,Male,555,37,9,124969.13,1,1,0,60194.05,stay
1798,15764170,Pinto,Germany,Male,647,44,4,93960.35,1,1,0,36579.53,leave
1799,15610446,Chinedum,France,Female,714,51,4,88308.87,3,0,0,5862.53,leave
1800,15612776,McKay,Spain,Female,850,39,10,0,2,1,1,143030.09,stay
1801,15794122,Otutodilinna,France,Female,713,59,3,0,2,1,1,62700.08,stay
1802,15774931,She,France,Male,452,30,7,112935.87,1,1,1,99017.34,stay
1803,15779247,Pai,Spain,Female,683,24,8,98567.1,1,1,0,187987.01,stay
1804,15707078,Kruglov,France,Female,577,26,1,180530.51,1,0,0,123454.62,stay
1805,15605263,Chin,France,Male,552,33,5,140931.57,1,0,1,10921.5,stay
1806,15607381,King,Germany,Female,769,31,7,148913.72,2,1,0,53817.23,stay
1807,15683471,Hansen,France,Male,691,38,7,0,2,0,0,81617.4,stay
1808,15605037,Ting,France,Female,818,49,2,0,1,0,1,192298.84,leave
1809,15576085,Stone,France,Male,739,41,5,0,2,0,0,143882.25,stay
1810,15770435,McLean,France,Female,639,50,6,115335.32,2,1,1,53130.41,stay
1811,15592994,Zikoranachidimma,France,Female,651,65,0,0,2,1,1,190454.04,stay
1812,15624068,Fu,France,Female,779,26,0,0,2,0,1,111906,stay
1813,15595221,Trevisano,Germany,Female,850,33,7,134678.13,1,1,0,113177.95,stay
1814,15637131,Fallaci,France,Male,829,38,9,0,2,1,0,30529.88,stay
1815,15613471,Wiley,Germany,Male,579,31,2,90547.48,2,1,1,18800.13,stay
1816,15583499,Chiagoziem,France,Male,510,32,9,103324.78,1,1,1,46127.7,stay
1817,15752816,Murray,France,Male,531,29,3,114590.58,1,0,0,75585.48,stay
1818,15804075,Chuang,Germany,Female,628,36,3,91286.51,1,1,0,63085.94,stay
1819,15800517,Huang,Spain,Male,633,32,5,163340.12,2,1,1,74415.2,stay
1820,15712319,Chukwukere,Spain,Male,714,45,8,150900.29,2,0,1,139889.15,stay
1821,15797389,Hsia,Spain,Male,604,23,9,124577.33,1,1,1,7267.25,stay
1822,15621432,Lee,Spain,Male,630,35,1,0,2,0,0,186826.22,stay
1823,15779390,Theus,Spain,Female,850,31,4,91292.7,1,1,1,162149.07,stay
1824,15711219,Jennings,Germany,Female,788,57,8,93716.72,1,1,1,180150.49,leave
1825,15770498,Parker,France,Female,798,37,4,111723.08,1,1,1,83478.12,stay
1826,15678727,Tan,Germany,Male,770,45,4,110765.68,1,1,0,26163.74,leave
1827,15573893,Barry,Germany,Male,569,25,9,173459.45,2,1,1,44381.06,stay
1828,15740104,Tuan,Spain,Female,425,22,7,169649.73,2,0,1,136365,leave
1829,15792649,Patterson,Spain,Female,547,31,9,0,2,0,0,99294.22,stay
1830,15605275,Ofodile,Germany,Male,725,45,8,116917.07,1,0,0,173464.43,leave
1831,15572467,Chandler,France,Male,506,37,5,0,2,1,1,127543.81,stay
1832,15738219,Nash,France,Female,632,36,7,0,2,1,1,52526.65,stay
1833,15600710,Atkinson,France,Male,620,22,0,0,1,1,0,32589.45,stay
1834,15804394,Brenan,Germany,Male,663,32,8,130627.66,1,1,0,47161.25,leave
1835,15694188,Obidimkpa,Spain,Female,700,46,5,56580.95,2,0,1,45424.13,stay
1836,15583718,Terry,Germany,Male,696,38,6,142316.14,1,1,1,8018.49,stay
1837,15802478,Spring,Spain,Male,767,31,6,0,2,1,1,195668,stay
1838,15619343,Mahmood,France,Male,561,56,7,152759,2,1,0,133167.11,leave
1839,15758813,Campbell,Germany,Male,350,39,0,109733.2,2,0,0,123602.11,leave
1840,15761374,Bellucci,France,Male,706,54,9,117444.51,1,1,1,186238.85,stay
1841,15569209,Amaechi,Spain,Female,464,34,5,76001.57,1,1,1,158668.87,stay
1842,15788539,Foxall,France,Female,501,34,3,107747.57,1,1,0,9249.36,stay
1843,15747222,Bentley,Spain,Female,745,35,8,0,2,1,1,116581.1,stay
1844,15769346,Baird,France,Female,587,36,1,134997.49,2,1,0,44688.08,stay
1845,15699634,Howard,France,Female,667,48,2,0,2,1,1,148608.39,stay
1846,15589076,Henry,France,Male,737,36,9,0,1,0,1,188670.9,leave
1847,15812338,Sopuluchukwu,Spain,Female,485,30,7,0,1,1,0,107067.37,stay
1848,15758845,Rocher,Spain,Female,590,37,0,64345.21,1,0,1,61759.33,leave
1849,15685844,White,Germany,Female,518,35,8,141665.63,1,0,1,192776.64,stay
1850,15583090,Komar,Spain,Female,581,29,8,0,2,1,0,46735.19,stay
1851,15587581,Russo,Germany,Female,785,33,5,136624.6,2,1,1,169117.74,stay
1852,15633640,Loewenthal,France,Female,799,52,4,161209.66,1,1,1,89081.41,stay
1853,15573741,Aliyeva,Spain,Male,698,38,10,95010.92,1,1,1,105227.86,stay
1854,15633574,Montes,France,Female,730,41,4,167545.32,1,1,0,128246.81,stay
1855,15711455,Kuo,Germany,Female,740,36,4,109044.6,1,0,0,94554.74,leave
1856,15570601,Cheng,France,Female,785,47,9,122031.55,1,1,1,33823.5,leave
1857,15690925,McIntosh,Spain,Female,527,29,2,27755.97,1,1,0,97468.44,leave
1858,15709338,T'ao,France,Female,544,29,1,118560.55,1,1,1,164137.36,stay
1859,15780746,Tyndall,France,Male,705,61,4,0,2,1,1,191313.7,stay
1860,15681956,Bailey,France,Male,684,34,9,0,2,1,1,65257.57,stay
1861,15778190,Onyekaozulu,Spain,Female,639,28,8,97840.72,1,1,1,178222.77,stay
1862,15786852,Nwachukwu,Germany,Female,565,38,2,158651.29,2,1,1,179445.28,stay
1863,15726494,Romani,France,Male,481,44,9,175303.06,1,1,0,65500.53,leave
1864,15641183,Chin,Spain,Male,731,25,8,96950.21,1,1,0,97877.92,stay
